"WD05CD","WD05NM"
"00PFRG","Treherbert"
"00PFRH","Treorchy"
"00PFRJ","Tylorstown"
"00PFRK","Tyn-y-nant"
"00PFRL","Ynyshir"
"00PFRM","Ynysybwl"
"00PFRN","Ystrad"
"00PHMA","Bedlinog"
"00PHMB","Cyfarthfa"
"00PHMC","Dowlais"
"00PHMD","Gurnos"
"00PHME","Merthyr Vale"
"00PHMF","Park"
"00PHMG","Penydarren"
"00PHMH","Plymouth"
"00PHMJ","Town"
"00PHMK","Treharris"
"00PHML","Vaynor"
"00PKNP","Aberbargoed"
"00PKNQ","Abercarn"
"00PKNR","Aber Valley"
"00PKNS","Argoed"
"00PKNT","Bargoed"
"00PKNU","Bedwas, Trethomas and Machen"
"00PKNW","Blackwood"
"00PKNX","Cefn Fforest"
"00PKNY","Crosskeys"
"00PKNZ","Crumlin"
"00PKPA","Darren Valley"
"00PKPB","Gilfach"
"00PKPC","Hengoed"
"00PKPD","Llanbradach"
"00PKPE","Maesycwmmer"
"00PKPF","Morgan Jones"
"00PKPG","Moriah"
"00PKPH","Nelson"
"00PKPJ","Newbridge"
"00PKPK","New Tredegar"
"00PKPL","Pengam"
"00PKPM","Penmaen"
"00PKPN","Penyrheol"
"00PKPP","Pontllanfraith"
"00PKPQ","Pontlottyn"
"00PKPR","Risca East"
"00PKPS","Risca West"
"00PKPT","St. Cattwg"
"00PKPU","St. James"
"00PKPW","St. Martins"
"00PKPX","Twyn Carno"
"00PKPY","Ynysddu"
"00PKPZ","Ystrad Mynach"
"00PLMA","Abertillery"
"00PLMB","Badminton"
"00PLMC","Beaufort"
"00PLMD","Blaina"
"00PLME","Brynmawr"
"00PLMF","Cwm"
"00PLMG","Cwmtillery"
"00PLMH","Ebbw Vale North"
"00PLMJ","Ebbw Vale South"
"00PLMK","Georgetown"
"00PLML","Llanhilleth"
"00PLMM","Nantyglo"
"00PLMN","Rassau"
"00PLMP","Sirhowy"
"00PLMQ","Six Bells"
"00PLMR","Tredegar Central and West"
"00PMNC","Abersychan"
"00PMND","Blaenavon"
"00PMNE","Brynwern"
"00PMNF","Coed Eva"
"00PMNG","Croesyceiliog North"
"00PMNH","Croesyceiliog South"
"00PMNJ","Cwmyniscoy"
"00PMNK","Fairwater"
"00PMNL","Greenmeadow"
"00PMNM","Llantarnam"
"00PMNN","Llanyrafon North"
"00PMNP","Llanyrafon South"
"00PMNQ","New Inn"
"00PMNR","Panteg"
"00PMNS","Pontnewydd"
"00PMNT","Pontnewynydd"
"00PMNU","Pontypool"
"00PMNW","St. Cadocs and Penygarn"
"00PMNX","St. Dials"
"00PMNY","Snatchwood"
"00PMNZ","Trevethin"
"00PMPA","Two Locks"
"00PMPB","Upper Cwmbran"
"00PMPC","Wainfelin"
"00PPNQ","Caerwent"
"00PPNR","Caldicot Castle"
"00PPNS","Cantref"
"00PPNT","Castle"
"00PPNU","Croesonen"
"00PPNW","Crucorney"
"00PPNX","Devauden"
"00PPNY","Dewstow"
"00PPNZ","Dixton with Osbaston"
"00PPPA","Drybridge"
"00PPPB","Goetre Fawr"
"00PPPC","Green Lane"
"00PPPD","Grofield"
"00PPPE","Lansdown"
"00PPPF","Larkfield"
"00PPPG","Llanbadoc"
"00PPPH","Llanelly Hill"
"00PPPJ","Llanfoist Fawr"
"00PPPK","Llangybi Fawr"
"00PPPL","Llanover"
"00PPPM","Llantilio Crossenny"
"00PPPN","Llanwenarth Ultra"
"00PPPP","Mardy"
"00PPPQ","Mill"
"00PPPR","Mitchel Troy"
"00PPPS","Overmonnow"
"00PPPT","Portskewett"
"00PPPU","Priory"
"00PPPW","Raglan"
"00PPPX","Rogiet"
"00PPPY","St. Arvans"
"00PPPZ","St. Christopher's"
"00PPQA","St. Kingsmark"
"00PPQB","St. Mary's"
"00PPQC","Severn"
"00PPQD","Shirenewton"
"00PPQE","The Elms"
"00PPQF","Thornwell"
"00PPQG","Trellech United"
"00PPQH","Usk"
"00PPQJ","West End"
"00PPQK","Wyesham"
"00PRMX","Allt-yr-yn"
"00PRMY","Alway"
"00PRMZ","Beechwood"
"00PRNA","Bettws"
"00PRNB","Caerleon"
"00PRNC","Gaer"
"00PRND","Graig"
"00PRNE","Langstone"
"00PRNF","Liswerry"
"00PRNG","Llanwern"
"00PRNH","Malpas"
"00PRNJ","Marshfield"
"00PRNK","Pillgwenlly"
"00PRNL","Ringland"
"00PRNM","Rogerstone"
"00PRNN","St. Julians"
"00PRNP","Shaftesbury"
"00PRNQ","Stow Hill"
"00PRNR","Tredegar Park"
"00PRNS","Victoria"
"00PTNF","Adamsdown"
"00PTNG","Butetown"
"00PTNH","Caerau"
"00PTNJ","Canton"
"00PTNK","Cathays"
"00PTNL","Creigiau/St. Fagans"
"00PTNM","Cyncoed"
"00PTNN","Ely"
"00PTNP","Fairwater"
"00PTNQ","Gabalfa"
"00PTNR","Grangetown"
"00PTNS","Heath"
"00PTNT","Lisvane"
"00PTNU","Llandaff"
"00PTNW","Llandaff North"
"00PTNX","Llanishen"
"00PTNY","Llanrumney"
"00PTNZ","Pentwyn"
"00PTPA","Pentyrch"
"00PTPB","Penylan"
"00PTPC","Plasnewydd"
"00PTPD","Pontprennau/Old St. Mellons"
"00PTPE","Radyr"
"00PTPF","Rhiwbina"
"00PTPG","Riverside"
"00PTPH","Rumney"
"00PTPJ","Splott"
"00PTPK","Trowbridge"
"00PTPL","Whitchurch and Tongwynlais"
"00QA01","Pitmedden"
"00QA02","Bankhead/Stoneywood"
"00QA03","Danestone"
"00QA04","Jesmond"
"00QA05","Oldmachar"
"00QA06","Bridge of Don"
"00QA07","Donmouth"
"00QA08","Newhills"
"00QA09","Auchmill"
"00QA10","Cummings Park"
"00QA11","Springhill"
"00QA12","Mastrick"
"00QA13","Sheddocksley"
"00QA14","Summerhill"
"00QA15","Hilton"
"00QA16","Woodside"
"00QA17","St. Machar"
"00QA18","Seaton"
"00QA19","Kittybrewster"
"00QA20","Stockethill"
"00QA21","Berryden"
"00QA22","Sunnybank"
"00QA23","Pittodrie"
"00QA24","Midstocket"
"00QA25","Queens Cross"
"00QA26","Gilcomston"
"00QA27","Langstane"
"00QA28","Castlehill"
"00QA29","Hazlehead"
"00QA30","Peterculter"
"00QA31","Murtle"
"00QA32","Cults"
"00QA33","Seafield"
"00QA34","Ashley"
"00QA35","Broomhill"
"00QA36","Garthdee"
"00QA37","Gairn"
"00QA38","Duthie"
"00QA39","Torry"
"00QA40","Tullos Hill"
"00QA41","Kincorth West"
"00QA42","Nigg"
"00QA43","Loirston"
"00QB01","Durn"
"00QB02","Banff West and Boyndie"
"00QB03","Banff"
"00QB04","Aberchirder"
"00QB05","Macduff"
"00QB06","Gamrie-King Edward"
"00QB07","Buchan North"
"00QB08","Fraserburgh West"
"00QB09","Fraserburgh North"
"00QB10","Fraserburgh East"
"00QB11","Fraserburgh South"
"00QB12","Buchan North East"
"00QB13","South Buchan"
"00QB14","Central Buchan"
"00QB15","Lonmay and St Fergus"
"00QB16","Mintlaw-Old Deer"
"00QB17","Mintlaw-Longside"
"00QB18","Boddam-Inverugie"
"00QB19","Blackhouse"
"00QB20","Buchanhaven"
"00QB21","Peterhead Central-Roanheads"
"00QB22","Clerkhill"
"00QB23","Dales-Towerhill"
"00QB24","Cruden"
"00QB25","Turriff West"
"00QB26","Turriff East"
"00QB27","Upper Ythan"
"00QB28","Fyvie-Methlick"
"00QB29","Tarves"
"00QB30","Ythan"
"00QB31","Ellon Town"
"00QB32","Logie Buchan"
"00QB33","Meldrum"
"00QB34","Udny-Slains"
"00QB35","Belhelvie"
"00QB36","Insch"
"00QB37","Chapel and Gadie"
"00QB38","Inverurie North"
"00QB39","Inverurie Central"
"00QB40","Inverurie South and Port Elphinstone"
"00QB41","Kintore and Keithhall"
"00QB42","Newmachar and Fintray"
"00QB43","Kemnay"
"00QB44","Echt"
"00QB45","Kinellar and Westhill North"
"00QB46","Westhill Central"
"00QB47","Elrick"
"00QB48","Huntly West"
"00QB49","Huntly East"
"00QB50","Strathbogie"
"00QB51","Donside and Cromar"
"00QB52","Alford"
"00QB53","Upper Deeside"
"00QB54","Aboyne"
"00QB55","Mid Deeside"
"00QB56","Banchory West"
"00QB57","Banchory East and Crathes"
"00QB58","Lower Deeside"
"00QB59","Portlethen North"
"00QB60","Portlethen South"
"00QB61","Newtonhill, Muchalls and Cammachmore"
"00QB62","Stonehaven North and Fetteresso"
"00QB63","Stonehaven Central"
"00QB64","Stonehaven South"
"00QB65","Mearns North"
"00QB66","Mearns Central"
"00QB67","Inverbervie, Gourdon and Johnshaven"
"00QB68","Mearns South"
"00QC01","Kirriemuir West"
"00QC02","Kirriemuir East"
"00QC03","Brechin West"
"00QC04","Brechin North Esk"
"00QC05","Westfield and Dean"
"00QC06","Forfar West"
"00QC07","Forfar Central"
"00QC08","Forfar East"
"00QC09","Brechin South Esk"
"00QC10","Montrose Ferryden"
"00QC11","Montrose Central"
"00QC12","Montrose West"
"00QC13","Montrose Hillside"
"00QC14","Forfar South"
"00QC15","Letham and Friockheim"
"00QC16","Sidlaw West"
"00QC17","Sidlaw East and Ashludie"
"00QC18","Monifieth West"
"00QC19","Monifieth Central"
"00QC20","Carnoustie West"
"00QC21","Carnoustie Central"
"00QC22","Carnoustie East"
"00QC23","Arbirlot and Hospitalfield"
"00QC24","Keptie"
"00QC25","Arbroath North"
"00QC26","Brothock"
"00QC27","Hayshead and Lunan"
"00QC28","Harbour"
"00QC29","Cliffburn"
"00QD01","South Kintyre"
"00QD02","Campbeltown Central"
"00QD03","East Central Kintyre"
"00QD04","North and West Kintyre"
"00QD05","Knapdale"
"00QD06","Lochgilphead"
"00QD07","Craignish - Glenaray"
"00QD08","Islay North, Jura and Colonsay"
"00QD09","Islay South"
"00QD10","Awe"
"00QD11","Oban North"
"00QD12","Oban Central"
"00QD13","Oban South"
"00QD14","Ardconnel - Kilmore"
"00QD15","North Lorn"
"00QD16","Mull"
"00QD17","Tiree and Coll"
"00QD18","Bute North"
"00QD19","Bute Central"
"00QD20","Bute South"
"00QD21","East Lochfyne"
"00QD22","Kirn and Hunter's Quay"
"00QD23","Ardenslate"
"00QD24","Milton"
"00QD25","Auchamore and Innellan"
"00QD26","Holy Loch"
"00QD27","Helensburgh East"
"00QD28","East Central Helensburgh"
"00QD29","Helensburgh Central"
"00QD30","Helensburgh North"
"00QD31","Helensburgh West"
"00QD32","West Helensburgh and Rhu"
"00QD33","Garelochhead and Cove"
"00QD34","Arrochar, Luss, Arden and Ardenconnel"
"00QD35","Roseneath, Clynder and Kilcreggan"
"00QD36","Cardross"
"00QE01","Eyemouth and District South"
"00QE02","Chirnside and District"
"00QE03","Coldstream and District"
"00QE04","Duns and District South"
"00QE05","Duns and District North"
"00QE06","Eyemouth and District North"
"00QE07","Kelso and District North"
"00QE08","Kelso Central"
"00QE09","Kelso and District South"
"00QE10","Jedburgh and District East"
"00QE11","Jedburgh and District West"
"00QE12","Hermitage"
"00QE13","Burnfoot and Mansfield"
"00QE14","Silverbuthall"
"00QE15","Weensland"
"00QE16","Teviot and Central"
"00QE17","Wilton"
"00QE18","Galawater and Lauderdale"
"00QE19","Earlston, Gordon and District"
"00QE20","Melrose and District"
"00QE21","Scott's View"
"00QE22","Alewater and Denholm"
"00QE23","Old Selkirk"
"00QE24","Forest"
"00QE25","Netherdale"
"00QE26","Lower Langlee and Tweedbank"
"00QE27","Upper Langlee and Ladhope"
"00QE28","Kilnknowe and Clovenfords"
"00QE29","Mossilee and Central"
"00QE30","Innerleithen and Walkerburn"
"00QE31","Peebles and District South"
"00QE32","Peebles and District East"
"00QE33","Peebles and Upper Tweed"
"00QE34","West Linton and District"
"00QF01","Menstrie"
"00QF02","Alva North"
"00QF03","Alva South"
"00QF04","Tillicoultry West"
"00QF05","Tillicoultry East"
"00QF06","Dollar and Muckhart"
"00QF07","Devon and Clackmannan North"
"00QF08","Clackmannan"
"00QF09","Gartmorn"
"00QF10","Alloa North"
"00QF11","Alloa East"
"00QF12","Alloa Mar"
"00QF13","Alloa West"
"00QF14","Alloa Claremont"
"00QF15","Fairfield"
"00QF16","Muirside"
"00QF17","St Serf's"
"00QF18","Delph and Cambus"
"00QG01","Whitecrook"
"00QG02","Dalmuir/Central"
"00QG03","Mountblow"
"00QG04","Parkhall"
"00QG05","Linnvale/Drumry"
"00QG06","Kilbowie"
"00QG07","Kilbowie West"
"00QG08","Faifley"
"00QG09","Hardgate"
"00QG10","Duntocher"
"00QG11","Bowling/Milton/Old Kilpatrick"
"00QG12","Dumbarton East"
"00QG13","Barloan/Overtoun"
"00QG14","Dumbarton North"
"00QG15","Dumbarton Central"
"00QG16","Dumbarton West"
"00QG17","Renton/Alexandria South"
"00QG18","Alexandria North/Tullichewan"
"00QG19","Balloch"
"00QG20","Haldane/Kilmaronock/Jamestown"
"00QG21","Bonhill East"
"00QG22","Riverside"
"00QH01","Rhins South"
"00QH02","Rhins North"
"00QH03","Stranraer North"
"00QH04","Stranraer South"
"00QH05","Stranraer East"
"00QH06","Luce"
"00QH07","Whithorn"
"00QH08","Wigtown"
"00QH09","Cree"
"00QH10","Stewartry West"
"00QH11","Kirkcudbright - Tarff"
"00QH12","Kirkcudbright - Bengairn"
"00QH13","Stewartry North"
"00QH14","Castle Douglas - Dee"
"00QH15","Castle Douglas - Urr"
"00QH16","Dalbeattie - Craignair"
"00QH17","Dalbeattie - Milton"
"00QH18","Criffel"
"00QH19","Cairn Valley"
"00QH20","Sanquhar and District"
"00QH21","Kirkconnel"
"00QH22","Mid Nithsdale"
"00QH23","Lincluden"
"00QH24","Lochside"
"00QH25","Palmerston"
"00QH26","Maxwelltown"
"00QH27","Troqueer"
"00QH28","Loreburn"
"00QH29","Marchmount"
"00QH30","Lochar"
"00QH31","Heathhall"
"00QH32","Nithsdale East"
"00QH33","Georgetown"
"00QH34","Lochvale"
"00QH35","Caerlaverock"
"00QH36","Hoddom and Kinmount"
"00QH37","Annan West"
"00QH38","Annan Central"
"00QH39","Annan East"
"00QH40","Chapelcross"
"00QH41","Solway Border"
"00QH42","Canonbie and Kirtle"
"00QH43","Langholm and Upper Eskdale"
"00QH44","Dryfe and Lockerbie East"
"00QH45","Lockerbie and Upper Annandale"
"00QH46","Lochmaben"
"00QH47","Moffat"
"00QJ01","Ninewells"
"00QJ02","Camperdown"
"00QJ03","Balgay"
"00QJ04","Lochee West"
"00QJ05","Riverside"
"00QJ06","Brackens"
"00QJ07","Ardler"
"00QJ08","Balgowan"
"00QJ09","Claverhouse"
"00QJ10","Whitfield"
"00QJ11","Longhaugh"
"00QJ12","Pitkerro"
"00QJ13","Douglas"
"00QJ14","Barnhill"
"00QJ15","Balgillo"
"00QJ16","Broughty Ferry"
"00QJ17","West Ferry"
"00QJ18","Craigiebank"
"00QJ19","Strathmartine"
"00QJ20","Lochee East"
"00QJ21","Tay Bridges"
"00QJ22","Logie"
"00QJ23","Law"
"00QJ24","East Port"
"00QJ25","Baxter Park"
"00QJ26","Hilltown"
"00QJ27","Bowbridge"
"00QJ28","Stobswell"
"00QJ29","Fairmuir"
"00QK01","Stewarton East and Dunlop"
"00QK02","Stewarton Central"
"00QK03","Kilmaurs and Stewarton South"
"00QK04","North Kilmarnock, Fenwick and Waterside"
"00QK05","Crosshouse, Gatehead and Knockentiber"
"00QK06","Altonhill, Hillhead and Longpark"
"00QK07","Onthank"
"00QK08","Kilmarnock Central West"
"00QK09","Kilmarnock Central East"
"00QK10","North New Farm Loch and Dean"
"00QK11","South New Farm Loch"
"00QK12","Crookedholm, Moscow, Galston West and Hurlford North"
"00QK13","Newmilns"
"00QK14","Grange/Howard"
"00QK15","Kilmarnock Central South"
"00QK16","Riccarton"
"00QK17","Shortlees"
"00QK18","Bellfield"
"00QK19","Hurlford"
"00QK20","Galston East"
"00QK21","Darvel"
"00QK22","Mauchline"
"00QK23","Catrine, Sorn and Mauchline East"
"00QK24","Muirkirk, Lugar, Logan"
"00QK25","Drongan, Stair and Rankinston"
"00QK26","Ochiltree, Skares, Netherthird and Craigens"
"00QK27","Auchinleck"
"00QK28","Cumnock West"
"00QK29","Cumnock East"
"00QK30","Patna and Dalrymple"
"00QK31","Dalmellington"
"00QK32","New Cumnock"
"00QL01","Barloch"
"00QL02","Clober"
"00QL03","Keystone"
"00QL04","Baljaffray/Mosshead"
"00QL05","Bearsden"
"00QL06","Castlehill/Thorn"
"00QL07","Chapelton"
"00QL08","Westerton"
"00QL09","Kessington"
"00QL10","West Kirkintilloch and Torrance"
"00QL11","Hillhead and Broomhill"
"00QL12","Rosebank and Waterside"
"00QL13","East Harestanes and Twechar"
"00QL14","Kirkintilloch Central"
"00QL15","Lenzie"
"00QL16","South Lenzie"
"00QL17","Campsie"
"00QL18","Milton"
"00QL19","Kenmure and Baldernock"
"00QL20","Balmuildy and Park"
"00QL21","Cadder/Langbrae"
"00QL22","Auchinairn and Crowhill"
"00QL23","Woodhill West"
"00QL24","Woodhill East"
"00QM01","Musselburgh West"
"00QM02","Musselburgh South"
"00QM03","Musselburgh North"
"00QM04","Musselburgh Central"
"00QM05","Musselburgh East"
"00QM06","Wallyford/Whitecraig"
"00QM07","Prestonpans West"
"00QM08","Prestonpans East"
"00QM09","Cockenzie and Port Seton"
"00QM10","Longniddry"
"00QM11","Tranent West"
"00QM12","Tranent/Macmerry"
"00QM13","Tranent/Elphinstone"
"00QM14","Ormiston/Pencaitland"
"00QM15","Aberlady/Gullane/Dirleton"
"00QM16","Haddington West/Saltoun"
"00QM17","Haddington Central"
"00QM18","Haddington East/Athelstaneford"
"00QM19","East Linton/Gifford"
"00QM20","North Berwick West"
"00QM21","North Berwick East"
"00QM22","Dunbar/West Barns"
"00QM23","Dunbar East"
"00QN01","Liboside"
"00QN02","Barrhead North"
"00QN03","North Neilston and West Arthurlie"
"00QN04","Barrhead Central"
"00QN05","Barrhead East"
"00QN06","Auchenback"
"00QN07","Greenfarm"
"00QN08","Thornliebank"
"00QN09","Giffnock North"
"00QN10","Merrylea Park"
"00QN11","Netherlee"
"00QN12","Crookfur"
"00QN13","Giffnock South"
"00QN14","Stamperland"
"00QN15","Broom"
"00QN16","Kirkhill"
"00QN17","Clarkston"
"00QN18","Busby"
"00QN19","Mearns"
"00QN20","Eaglesham"
"00QP01","Balerno"
"00QP02","Baberton"
"00QP03","Dalmeny/Kirkliston"
"00QP04","Queensferry"
"00QP05","Cramond"
"00QP06","Davidson's Mains"
"00QP07","Muirhouse/Drylaw"
"00QP08","Craigleith"
"00QP09","Pilton"
"00QP10","Granton"
"00QP11","Trinity"
"00QP12","Newhaven"
"00QP13","East Craigs"
"00QP14","N.E. Corstorphine"
"00QP15","Murrayfield"
"00QP16","Dean"
"00QP17","Stockbridge"
"00QP18","New Town"
"00QP19","Broughton"
"00QP20","Calton"
"00QP21","Harbour"
"00QP22","Lorne"
"00QP23","Gyle"
"00QP24","S.E. Corstorphine"
"00QP25","Parkhead"
"00QP26","Craiglockhart"
"00QP27","Stenhouse"
"00QP28","Moat"
"00QP29","Shandon"
"00QP30","Dalry"
"00QP31","Fountainbridge"
"00QP32","Tollcross"
"00QP33","Southside"
"00QP34","Holyrood"
"00QP35","Meadowbank"
"00QP36","Mountcastle"
"00QP37","Leith Links"
"00QP38","Restalrig"
"00QP39","Portobello"
"00QP40","Milton"
"00QP41","Murray Burn"
"00QP42","Sighthill"
"00QP43","Colinton"
"00QP44","Firrhill"
"00QP45","Merchiston"
"00QP46","North Morningside/Grange"
"00QP47","Marchmont"
"00QP48","Sciennes"
"00QP49","Newington"
"00QP50","Prestonfield"
"00QP51","South Morningside"
"00QP52","Fairmilehead"
"00QP53","Alnwickhill"
"00QP54","Kaimes"
"00QP55","Moredun"
"00QP56","Gilmerton"
"00QP57","Craigmillar"
"00QP58","Duddingston"
"00QQ01","Camelon"
"00QQ02","Summerford"
"00QQ03","Woodlands"
"00QQ04","Town Centre"
"00QQ05","Hall Glen"
"00QQ06","Dawson"
"00QQ07","Grahamsford"
"00QQ08","Middlefield"
"00QQ09","Zetland"
"00QQ10","Beancross"
"00QQ11","Inchyra"
"00QQ12","Dundas/Kerse"
"00QQ13","Grange and Blackness"
"00QQ14","Dean"
"00QQ15","Borrowstoun"
"00QQ16","Kinneil and Whitecross"
"00QQ17","Forthside"
"00QQ18","Kinnaird"
"00QQ19","Carrongrange"
"00QQ20","Tryst"
"00QQ21","Larbert"
"00QQ22","Herbertshire"
"00QQ23","Denny"
"00QQ24","Denny South"
"00QQ25","Bonnybridge"
"00QQ26","Banknock"
"00QQ27","Laurieston"
"00QQ28","Polmont"
"00QQ29","Redding and Westquarter"
"00QQ30","Darnrig"
"00QQ31","Reddingmuirhead, Brightons and Rumford"
"00QQ32","Avon"
"00QR01","Kincardine, Culross and Low Valleyfield"
"00QR02","Blairhall, High Valleyfield and Torryburn"
"00QR03","Oakley, Saline and Steelend"
"00QR04","Cairneyhill, Carnock and Milesmark"
"00QR05","Crossford and Dunfermline Central"
"00QR06","Baldridgeburn"
"00QR07","Wellwood and Headwell"
"00QR08","Townhill and Bellyeoman"
"00QR09","Garvock and Carnegie"
"00QR10","Halbeath, Hill of Beath and Kingseat"
"00QR11","Woodmill"
"00QR12","Linburn"
"00QR13","Brucefield and Nethertown"
"00QR14","Pitcorthie"
"00QR15","Limekilns and Pitreavie"
"00QR16","Rosyth West"
"00QR17","Rosyth East"
"00QR18","Inverkeithing West and Rosyth South"
"00QR19","Inverkeithing East and North Queensferry"
"00QR20","Dalgety Bay West and Hillend"
"00QR21","Dalgety Bay East"
"00QR22","Crossgates and Mossside"
"00QR23","Cowdenbeath Central"
"00QR24","Oakfield and Cowdenbeath North"
"00QR25","Kelty"
"00QR26","Ballingry and Lochore"
"00QR27","Crosshill and Lochgelly North"
"00QR28","Lumphinnans and Lochgelly South"
"00QR29","Aberdour and Burntisland West"
"00QR30","Auchtertool and Burntisland East"
"00QR31","Kinghorn and Invertiel"
"00QR32","Linktown and Kirkcaldy Central"
"00QR33","Raith and Longbraes"
"00QR34","Bennochy and Valley"
"00QR35","Templehall East"
"00QR36","Templehall West"
"00QR37","Cardenden, Cluny and Chapel"
"00QR38","Kinglassie, Bowhill and Dundonald"
"00QR39","Dunnikier"
"00QR40","Hayfield and Balsusney"
"00QR41","Smeaton and Overton"
"00QR42","Glebe Park, Pathhead and Sinclairtown"
"00QR43","Dysart and Gallatown"
"00QR44","Wemyss and Muiredge"
"00QR45","Buckhaven and Denbeath"
"00QR46","Methilhill"
"00QR47","Methil"
"00QR48","Leven East"
"00QR49","Leven West and Kirkland"
"00QR50","Kennoway"
"00QR51","Windygates, Star and Balgonie"
"00QR52","Markinch and Woodside East"
"00QR53","Auchmuty and Woodside West"
"00QR54","Pitteuchar and Finglassie North"
"00QR55","Thornton, Stenton and Finglassie South"
"00QR56","Caskieberran and Rimbleton"
"00QR57","Newcastle and Tanshall"
"00QR58","South Parks and Macedonia"
"00QR59","Leslie and Whinnyknowe"
"00QR60","Balgeddie and Collydean"
"00QR61","Cadham, Pitcoudie and Balfarg"
"00QR62","Falkland, Freuchie and Strathmiglo"
"00QR63","Auchtermuchty and Ladybank"
"00QR64","Kettle, Springfield and Ceres"
"00QR65","Cupar South"
"00QR66","Cupar North"
"00QR67","Newburgh and Tay Coast"
"00QR68","Newport-on-Tay and Wormit"
"00QR69","Tayport and Motray"
"00QR70","Leuchars, Balmullo and Guardbridge"
"00QR71","Strathkinness and St Andrews West"
"00QR72","St Andrews Central"
"00QR73","St Andrews South"
"00QR74","St Andrews South East"
"00QR75","Crail, Cameron and Kemback"
"00QR76","Anstruther and East Neuk Landward"
"00QR77","Elie, St Monans and Pittenweem"
"00QR78","Largo"
"00QS01","Drumry"
"00QS02","Summerhill"
"00QS03","Blairdardie"
"00QS04","Knightswood Park"
"00QS05","Knightswood South"
"00QS06","Yoker"
"00QS07","Anniesland"
"00QS08","Jordanhill"
"00QS09","Kelvindale"
"00QS10","Scotstoun"
"00QS11","Victoria Park"
"00QS12","Hayburn"
"00QS13","Hyndland"
"00QS14","Hillhead"
"00QS15","Partick"
"00QS16","Kelvingrove"
"00QS17","Anderston"
"00QS18","Woodlands"
"00QS19","North Kelvin"
"00QS20","Wyndford"
"00QS21","Maryhill"
"00QS22","Summerston"
"00QS23","Milton"
"00QS24","Ashfield"
"00QS25","Firhill"
"00QS26","Keppochhill"
"00QS27","Merchant City"
"00QS28","Royston"
"00QS29","Cowlairs"
"00QS30","Springburn"
"00QS31","Wallacewell"
"00QS32","Milnbank"
"00QS33","Dennistoun"
"00QS34","Calton"
"00QS35","Bridgeton/Dalmarnock"
"00QS36","Parkhead"
"00QS37","Carntyne"
"00QS38","Robroyston"
"00QS39","Gartcraig"
"00QS40","Queenslie"
"00QS41","Greenfield"
"00QS42","Barlanark"
"00QS43","Shettleston"
"00QS44","Tollcross Park"
"00QS45","Braidfauld"
"00QS46","Mount Vernon"
"00QS47","Baillieston"
"00QS48","Garrowhill"
"00QS49","Garthamlock"
"00QS50","Easterhouse"
"00QS51","Drumoyne"
"00QS52","Govan"
"00QS53","Ibrox"
"00QS54","Kingston"
"00QS55","Mosspark"
"00QS56","North Cardonald"
"00QS57","Penilee"
"00QS58","Cardonald"
"00QS59","Pollok"
"00QS60","Crookston"
"00QS61","Nitshill"
"00QS62","Darnley"
"00QS63","Carnwadric"
"00QS64","Maxwell Park"
"00QS65","Pollokshields East"
"00QS66","Hutchesontown"
"00QS67","Govanhill"
"00QS68","Strathbungo"
"00QS69","Battlefield"
"00QS70","Langside"
"00QS71","Pollokshaws"
"00QS72","Newlands"
"00QS73","Cathcart"
"00QS74","Mount Florida"
"00QS75","Toryglen"
"00QS76","King's Park"
"00QS77","Castlemilk"
"00QS78","Carmunnock"
"00QS79","Glenwood"
"00QT01","Caithness North West"
"00QT02","Thurso West"
"00QT03","Thurso Central"
"00QT04","Thurso East"
"00QT05","Caithness Central"
"00QT06","Caithness North East"
"00QT07","Wick"
"00QT08","Wick West"
"00QT09","Pulteneytown"
"00QT10","Caithness South East"
"00QT11","Sutherland North West"
"00QT12","Tongue and Farr"
"00QT13","Sutherland Central"
"00QT14","Golspie and Rogart"
"00QT15","Brora"
"00QT16","Dornoch Firth"
"00QT17","Lochbroom"
"00QT18","Alness and Ardross"
"00QT19","Tain West"
"00QT20","Tain East"
"00QT21","Seaboard"
"00QT22","Invergordon"
"00QT23","Rosskeen and Saltburn"
"00QT24","Gairloch"
"00QT25","Lochcarron"
"00QT26","Ferindonald"
"00QT27","Strathpeffer and Strathconon"
"00QT28","Dingwall South"
"00QT29","Dingwall North"
