"00BL001","Blackrod"
"18UE056","Tawstock"
"18UE057","Trentishoe"
"18UE058","Twitchen"
"18UE059","West Anstey"
"18UE060","West Down"
"18UE061","Westleigh"
"18UE062","Pilton West"
"18UE063","Witheridge"
"18UG001","Ashprington"
"18UG002","Aveton Gifford"
"18UG003","Berry Pomeroy"
"18UG004","Bickleigh"
"18UG005","Bigbury"
"18UG006","Blackawton"
"18UG007","Brixton"
"18UG008","Buckland-Tout-Saints"
"18UG009","Charleton"
"18UG010","Chivelstone"
"18UG011","Churchstow"
"18UG012","Cornwood"
"18UG013","Cornworthy"
"18UG014","Dartington"
"18UG015","Dartmouth"
"18UG016","Dean Prior"
"18UG017","Diptford"
"18UG018","Dittisham"
"18UG019","East Allington"
"18UG020","East Portlemouth"
"18UG021","Ermington"
"18UG022","Frogmore and Sherford"
"18UG023","Halwell and Moreleigh"
"18UG024","Harberton"
"18UG025","Harford"
"18UG026","Holbeton"
"18UG027","Holne"
"18UG028","Ivybridge"
"18UG029","Kingsbridge"
"18UG030","Kingston"
"18UG031","Kingswear"
"18UG032","Littlehempston"
"18UG033","Loddiswell"
"18UG034","Malborough"
"18UG035","Marldon"
"18UG036","Modbury"
"18UG037","Newton and Noss"
"18UG038","North Huish"
"18UG039","Rattery"
"18UG040","Ringmore"
"18UG041","Salcombe"
"18UG042","Shaugh Prior"
"18UG043","Slapton"
"18UG044","South Brent"
"18UG045","South Huish"
"18UG046","South Milton"
"18UG047","South Pool"
"18UG048","Sparkwell"
"18UG049","Staverton"
"18UG050","Stoke Fleming"
"18UG051","Stoke Gabriel"
"18UG052","Stokenham"
"18UG053","Strete"
"18UG054","Thurlestone"
"18UG055","Totnes"
"18UG056","Ugborough"
"18UG057","Wembury"
"18UG058","West Alvington"
"18UG059","West Buckfastleigh"
"18UG060","Woodleigh"
"18UG061","Yealmpton"
"18UH001","Abbotskerswell"
"18UH002","Ashburton"
"18UH003","Ashcombe"
"18UH004","Ashton"
"18UH005","Bickington"
"18UH006","Bishopsteignton"
"18UH007","Bovey Tracey"
"18UH008","Bridford"
"18UH009","Broadhempston"
"18UH010","Buckfastleigh"
"18UH011","Buckland in the Moor"
"18UH012","Christow"
"18UH013","Chudleigh"
"18UH014","Coffinswell"
"18UH015","Dawlish"
"18UH016","Doddiscombsleigh"
"18UH017","Dunchideock"
"18UH018","Dunsford"
"18UH019","Exminster"
"18UH020","Haccombe with Combe"
"18UH021","Hennock"
"18UH022","Holcombe Burnell"
"18UH023","Ide"
"18UH024","Ideford"
"18UH025","Ilsington"
"18UH026","Ipplepen"
"18UH027","Kenn"
"18UH028","Kenton"
"18UH029","Kingskerswell"
"18UH030","Kingsteignton"
"18UH031","Lustleigh"
"18UH032","Mamhead"
"18UH033","Manaton"
"18UH034","Moretonhampstead"
"18UH035","Newton Abbot"
"18UH036","North Bovey"
"18UH037","Ogwell"
"18UH038","Powderham"
"18UH039","Shaldon"
"18UH040","Shillingford St. George"
"18UH041","Starcross"
"18UH042","Stokeinteignhead"
"18UH043","Tedburn St. Mary"
"18UH044","Teigngrace"
"18UH045","Teignmouth"
"18UH046","Denbury and Torbryan"
"18UH047","Trusham"
"18UH048","Whitestone"
"18UH049","Widecombe in the Moor"
"18UH050","Woodland"
"18UK001","Abbots Bickington"
"18UK002","Abbotsham"
"18UK003","Alverdiscott"
"18UK004","Alwington"
"18UK005","Ashreigney"
"18UK006","Ashwater"
"18UK007","Beaford"
"18UK008","Bideford"
"18UK009","Black Torrington"
"18UK010","Bradford"
"18UK011","Bradworthy"
"18UK012","Bridgerule"
"18UK013","Broadwoodwidger"
"18UK014","Buckland Brewer"
"18UK015","Buckland Filleigh"
"18UK016","Bulkworthy"
"18UK017","Clawton"
"18UK018","Clovelly"
"18UK019","Cookbury"
"18UK020","Dolton"
"18UK021","Dowland"
"18UK022","East Putford"
"18UK023","Frithelstock"
"18UK024","Great Torrington"
"18UK025","Halwill"
"18UK026","Hartland"
"18UK027","High Bickington"
"18UK028","Hollacombe"
"18UK029","Holsworthy"
"18UK030","Holsworthy Hamlets"
"18UK031","Huish"
"18UK032","Huntshaw"
"18UK033","Landcross"
"18UK034","Langtree"
"18UK035","Littleham"
"18UK036","Little Torrington"
"18UK037","Luffincott"
"18UK038","Merton"
"18UK039","Milton Damerel"
"18UK040","Monkleigh"
"18UK041","Newton St. Petrock"
"18UK042","Northam"
"18UK043","Northcott"
"18UK044","Pancrasweek"
"18UK045","Parkham"
"18UK046","Peters Marland"
"18UK047","Petrockstow"
"18UK048","Pyworthy"
"18UK049","Roborough"
"18UK050","St. Giles in the Wood"
"18UK051","St. Giles on the Heath"
"18UK052","Shebbear"
"18UK053","Sheepwash"
"18UK054","Sutcombe"
"18UK055","Tetcott"
"18UK056","Thornbury"
"18UK057","Virginstow"
"18UK058","Weare Giffard"
"18UK059","Welcombe"
"18UK060","West Putford"
"18UK061","Winkleigh"
"18UK062","Woolfardisworthy"
"18UK063","Yarnscombe"
"18UK064","Area not comprised in any Parish-Lundy Island"
"18UL001","Beaworthy"
"18UL002","Belstone"
"18UL003","Bere Ferrers"
"18UL004","Bondleigh"
"18UL005","Bradstone"
"18UL006","Bratton Clovelly"
"18UL007","Brentor"
"18UL008","Bridestowe"
"18UL009","Broadwoodkelly"
"18UL010","Buckland Monachorum"
"18UL011","Chagford"
"18UL012","Coryton"
"18UL013","Dartmoor Forest"
"18UL014","Drewsteignton"
"18UL015","Dunterton"
"18UL016","Exbourne"
"18UL017","Germansweek"
"18UL018","Gidleigh"
"18UL019","Gulworthy"
"18UL020","Hatherleigh"
"18UL021","Highampton"
"18UL022","Horrabridge"
"18UL023","Iddesleigh"
"18UL024","Inwardleigh"
"18UL025","Jacobstowe"
"18UL026","Kelly"
"18UL027","Lamerton"
"18UL028","Lewtrenchard"
"18UL029","Lifton"
"18UL030","Lydford"
"18UL031","Marystow"
"18UL032","Mary Tavy"
"18UL033","Meavy"
"18UL034","Meeth"
"18UL035","Milton Abbot"
"18UL036","Monkokehampton"
"18UL037","Northlew"
"18UL038","North Tawton"
"18UL039","Okehampton"
"18UL040","Okehampton Hamlets"
"18UL041","Peter Tavy"
"18UL042","Sampford Courtenay"
"18UL043","Sampford Spiney"
"18UL044","Sheepstor"
"18UL045","Sourton"
"18UL046","South Tawton"
"18UL047","Spreyton"
"18UL048","Sticklepath"
"18UL049","Stowford"
"18UL050","Sydenham Damerel"
"18UL051","Tavistock"
"18UL052","Throwleigh"
"18UL053","Thrushelton"
"18UL054","Walkhampton"
"18UL055","Whitchurch"
"18UL056","Lands common to Bridestowe and Sourton CP's"
"19UC001","Burton"
"19UC002","Hurn"
"19UD001","Alderholt"
"19UD002","Chalbury"
"19UD003","Colehill"
"19UD004","Corfe Mullen"
"19UD005","Cranborne"
"19UD006","Edmondsham"
"19UD007","Ferndown Town"
"19UD008","Gussage All Saints"
"19UD009","Gussage St. Michael"
"19UD010","Hinton Martell"
"19UD011","Hinton Parva"
"19UD012","Holt"
"19UD013","Horton"
"19UD014","Long Crichel"
"19UD015","Moor Crichel"
"19UD016","Pamphill"
"19UD017","Pentridge"
"19UD018","St. Leonards and St. Ives"
"19UD019","Shapwick"
"19UD020","Sixpenny Handley"
"19UD021","Sturminster Marshall"
"19UD022","Verwood"
"19UD023","West Moors"
"19UD024","West Parley"
"19UD025","Wimborne Minster"
"19UD026","Wimborne St. Giles"
"19UD027","Witchampton"
"19UD028","Woodlands"
"19UE001","Anderson"
"19UE002","Ashmore"
"19UE003","Blandford Forum"
"19UE004","Blandford St. Mary"
"19UE005","Bourton"
"19UE006","Bryanston"
"19UE007","Buckhorn Weston"
"19UE008","Cann"
"19UE009","Charlton Marshall"
"19UE010","Chettle"
"19UE011","Child Okeford"
"19UE012","Compton Abbas"
"19UE013","Durweston"
"19UE014","East Orchard"
"19UE015","East Stour"
"19UE016","Farnham"
"19UE017","Fifehead Magdalen"
"19UE018","Fifehead Neville"
"19UE019","Fontmell Magna"
"19UE020","Gillingham"
"19UE021","Glanvilles Wootton"
"19UE022","Hammoon"
"19UE023","Hanford"
"19UE024","Hazelbury Bryan"
"19UE025","Hilton"
"19UE026","Hinton St. Mary"
"19UE027","Ibberton"
"19UE028","Iwerne Courtney or Shroton"
"19UE029","Iwerne Minster"
"19UE030","Iwerne Stepleton"
"19UE031","Kington Magna"
"19UE032","Langton Long Blandford"
"19UE033","Lydlinch"
"19UE034","Manston"
"19UE035","Mappowder"
"19UE036","Margaret Marsh"
"19UE037","Marnhull"
"19UE038","Melbury Abbas"
"19UE039","Milborne St. Andrew"
"19UE040","Milton Abbas"
"19UE041","Motcombe"
"19UE042","Okeford Fitzpaine"
"19UE043","Pimperne"
"19UE044","Pulham"
"19UE045","Shaftesbury"
"19UE046","Shillingstone"
"19UE047","Silton"
"19UE048","Spetisbury"
"19UE049","Stalbridge"
"19UE050","Stoke Wake"
"19UE051","Stourpaine"
"19UE052","Stour Provost"
"19UE053","Stourton Caundle"
"19UE054","Sturminster Newton"
"19UE055","Sutton Waldron"
"19UE056","Tarrant Crawford"
"19UE057","Tarrant Gunville"
"19UE058","Tarrant Hinton"
"19UE059","Tarrant Keyneston"
"19UE060","Tarrant Launceston"
"19UE061","Tarrant Monkton"
"19UE062","Tarrant Rawston"
"19UE063","Tarrant Rushton"
"19UE064","Todber"
"19UE065","Turnworth"
"19UE066","West Orchard"
"19UE067","West Stour"
"19UE068","Winterborne Clenston"
"19UE069","Winterborne Houghton"
"19UE070","Winterborne Kingston"
"19UE071","Winterborne Stickland"
"19UE072","Winterborne Whitechurch"
"19UE073","Winterborne Zelston"
"19UE074","Woolland"
"19UG001","Affpuddle"
"19UG002","Arne"
"19UG003","Bere Regis"
"19UG004","Bloxworth"
"19UG005","Chaldon Herring"
"19UG006","Church Knowle"
"19UG007","Coombe Keynes"
"19UG008","Corfe Castle"
"19UG009","East Holme"
"19UG010","East Lulworth"
"19UG011","East Stoke"
"19UG012","Kimmeridge"
"19UG013","Langton Matravers"
"19UG014","Lytchett Matravers"
"19UG015","Lytchett Minster and Upton"
"19UG016","Morden"
"19UG017","Moreton"
"19UG018","Steeple"
"19UG019","Studland"
"19UG020","Swanage"
"19UG021","Turners Puddle"
"19UG022","Tyneham"
"19UG023","Wareham Town"
"19UG024","Wareham St. Martin"
"19UG025","West Lulworth"
"19UG026","Winfrith Newburgh"
"19UG027","Wool"
"19UG028","Worth Matravers"
"19UH001","Abbotsbury"
"19UH002","Allington"
"19UH003","Alton Pancras"
"19UH004","Askerswell"
"19UH005","Athelhampton"
"19UH006","Batcombe"
"19UH007","Beaminster"
"19UH008","Beer Hackett"
"19UH009","Bettiscombe"
"19UH010","Bincombe"
"19UH011","Bishop's Caundle"
"19UH012","Bothenhampton"
"19UH013","Bradford Abbas"
"19UH014","Bradford Peverell"
"19UH015","Bradpole"
"19UH016","Bridport"
"19UH017","Broadmayne"
"19UH018","Broadwindsor"
"19UH019","Buckland Newton"
"19UH020","Burleston"
"19UH021","Burstock"
"19UH022","Burton Bradstock"
"19UH023","Castleton"
"19UH024","Catherston Leweston"
"19UH025","Cattistock"
"19UH026","Caundle Marsh"
"19UH027","Cerne Abbas"
"19UH028","Charminster"
"19UH029","Charmouth"
"19UH030","Chedington"
"19UH031","Cheselbourne"
"19UH032","Chetnole"
"19UH033","Chickerell"
"19UH034","Chideock"
"19UH035","Chilcombe"
"19UH036","Chilfrome"
"19UH037","Clifton Maybank"
"19UH038","Compton Valence"
"19UH039","Corscombe"
"19UH040","Crossways"
"19UH041","Dewlish"
"19UH042","Dorchester"
"19UH043","East Chelborough"
"19UH044","Evershot"
"19UH045","Fleet"
"19UH046","Folke"
"19UH047","Frampton"
"19UH048","Frome St. Quintin"
"19UH049","Frome Vauchurch"
"19UH050","Goathill"
"19UH051","Godmanstone"
"19UH052","Halstock"
"19UH053","Haydon"
"19UH054","Hermitage"
"19UH055","Hilfield"
"19UH056","Holnest"
"19UH057","Holwell"
"19UH058","Hooke"
"19UH059","Kingston Russell"
"19UH060","Langton Herring"
"19UH061","Leigh"
"19UH062","Leweston"
"19UH063","Lillington"
"19UH064","Littlebredy"
"19UH065","Litton Cheney"
"19UH066","Loders"
"19UH067","Long Bredy"
"19UH068","Longburton"
"19UH069","Lyme Regis"
"19UH070","Maiden Newton"
"19UH071","Mapperton"
"19UH072","Marshwood"
"19UH073","Melbury Bubb"
"19UH074","Melbury Osmond"
"19UH075","Melbury Sampford"
"19UH076","Melcombe Horsey"
"19UH077","Minterne Magna"
"19UH078","Mosterton"
"19UH079","Netherbury"
"19UH080","Nether Cerne"
"19UH081","Nether Compton"
"19UH082","North Poorton"
"19UH083","North Wootton"
"19UH084","Oborne"
"19UH085","Osmington"
"19UH086","Over Compton"
"19UH087","Owermoigne"
"19UH088","Piddlehinton"
"19UH089","Piddletrenthide"
"19UH090","Pilsdon"
"19UH091","Portesham"
"19UH092","Powerstock"
"19UH093","Poxwell"
"19UH094","Poyntington"
"19UH095","Puddletown"
"19UH096","Puncknowle"
"19UH097","Purse Caundle"
"19UH098","Rampisham"
"19UH099","Ryme Intrinseca"
"19UH100","Sandford Orcas"
"19UH101","Seaborough"
"19UH102","Sherborne"
"19UH103","Shipton Gorge"
"19UH104","South Perrott"
"19UH105","Stanton St. Gabriel"
"19UH106","Stinsford"
"19UH107","Stockwood"
"19UH108","Stoke Abbott"
"19UH109","Stratton"
"19UH110","Swyre"
"19UH111","Sydling St. Nicholas"
"19UH112","Symondsbury"
"19UH113","Thorncombe"
"19UH114","Thornford"
"19UH115","Tincleton"
"19UH116","Toller Fratrum"
"19UH117","Toller Porcorum"
"19UH118","Tolpuddle"
"19UH119","Trent"
"19UH120","Up Cerne"
"19UH121","Warmwell"
"19UH122","West Chelborough"
"19UH123","West Compton"
"19UH124","West Knighton"
"19UH125","West Stafford"
"19UH126","Whitcombe"
"19UH127","Whitechurch Canonicorum"
"19UH128","Winterborne Came"
"19UH129","Winterborne Herringston"
"19UH130","Winterborne Monkton"
"19UH131","Winterborne St. Martin"
"19UH132","Winterbourne Abbas"
"19UH133","Winterbourne Steepleton"
"19UH134","Woodsford"
"19UH135","Wootton Fitzpaine"
"19UH136","Wraxall"
"19UH137","Wynford Eagle"
"19UH138","Yetminster"
"19UJ001","Portland"
"20UB001","Bournmoor"
"20UB002","Edmondsley"
"20UB003","Great Lumley"
"20UB004","Kimblesworth and Plawsworth"
"20UB005","Little Lumley"
"20UB006","North Lodge"
"20UB007","Ouston"
"20UB008","Pelton"
"20UB009","Sacriston"
"20UB010","Urpeth"
"20UB011","Waldridge"
"20UD001","Cornsay"
"20UD002","Esh"
"20UD003","Greencroft"
"20UD004","Healeyfield"
"20UD005","Hedleyhope"
"20UD006","Lanchester"
"20UD008","Muggleswick"
"20UD009","Satley"
"20UD010","Burnhope"
"20UE001","Bearpark"
"20UE002","Belmont"
"20UE003","Brancepeth"
"20UE004","Brandon and Byshottles"
"20UE005","Cassop-cum-Quarrington"
"20UE006","Coxhoe"
"20UE007","Croxdale and Hett"
"20UE008","Framwellgate Moor"
"20UE009","Kelloe"
"20UE010","Pittington"
"20UE011","Shadforth"
"20UE012","Sherburn"
"20UE013","Shincliffe"
"20UE014","West Rainton"
"20UE015","Witton Gilbert"
"20UE016","Lands Common to Brancepeth and Brandon and Byshottles"
"20UF001","Castle Eden"
"20UF002","Dalton-le-Dale"
"20UF003","Easington Colliery"
"20UF004","Easington Village"
"20UF005","Haswell"
"20UF006","Hawthorn"
"20UF007","Horden"
"20UF008","Hutton Henry"
"20UF009","Monk Hesleden"
"20UF010","Murton"
"20UF011","Nesbitt"
"20UF012","Peterlee"
"20UF013","Seaham"
"20UF014","Seaton with Slingley"
"20UF015","Sheraton with Hulam"
"20UF016","Shotton"
"20UF017","Thornley"
"20UF018","Trimdon Foundry"
"20UF019","Wheatley Hill"
"20UF020","Wingate"
"20UF021","South Hetton"
"20UG001","Bishop Middleham"
"20UG002","Bradbury and the Isle"
"20UG003","Chilton"
"20UG004","Cornforth"
"20UG005","Ferryhill"
"20UG006","Fishburn"
"20UG007","Great Aycliffe"
"20UG008","Middridge"
"20UG009","Mordon"
"20UG010","Sedgefield"
"20UG011","Shildon"
"20UG012","Spennymoor"
"20UG013","Trimdon"
"20UG014","Windlestone"
"20UG015","Eldon"
"20UH001","Barforth"
"20UH002","Barnard Castle"
"20UH003","Barningham"
"20UH004","Bolam"
"20UH005","Boldron"
"20UH006","Bowes"
"20UH007","Brignall"
"20UH008","Cleatlam"
"20UH009","Cockfield"
"20UH010","Cotherstone"
"20UH011","Eggleston"
"20UH012","Egglestone Abbey"
"20UH013","Etherley"
"20UH014","Evenwood and Barony"
"20UH015","Forest and Frith"
"20UH016","Gainford"
"20UH017","Gilmonby"
"20UH018","Hamsterley"
"20UH019","Headlam"
"20UH020","Hilton"
"20UH021","Holwick"
"20UH022","Hope"
"20UH023","Hunderthwaite"
"20UH024","Hutton Magna"
"20UH025","Ingleton"
"20UH026","Langleydale and Shotton"
"20UH027","Langton"
"20UH028","Lartington"
"20UH029","Lunedale"
"20UH030","Lynesack and Softley"
"20UH031","Marwood"
"20UH032","Mickleton"
"20UH033","Middleton in Teesdale"
"20UH034","Morton Tinmouth"
"20UH035","Newbiggin"
"20UH036","Ovington"
"20UH037","Raby with Keverstone"
"20UH038","Rokeby"
"20UH039","Romaldkirk"
"20UH040","Scargill"
"20UH041","South Bedburn"
"20UH042","Staindrop"
"20UH043","Startforth"
"20UH044","Streatlam and Stainton"
"20UH045","Wackerfield"
"20UH046","Westwick"
"20UH047","Whorlton"
"20UH048","Winston"
"20UH049","Woodland"
"20UH050","Wycliffe with Thorpe"
"20UH051","Lands common to Hamsterley, Lynesack and Softley and South Bedburn"
"20UJ001","Edmondbyers"
"20UJ002","Hunstanworth"
"20UJ003","Stanhope"
"20UJ004","Tow Law"
"20UJ005","Wolsingham"
"20UJ006","Wolsingham Park Moor lands cmn to Stanhope, Tow Law and Wolsingham"
"20UJ007","Dene Valley"
"20UJ008","Witton-le-Wear"
"20UJ009","West Auckland"
"21UF001","Barcombe"
"21UF002","Beddingham"
"21UF003","Chailey"
"21UF004","Ditchling"
"21UF005","East Chiltington"
"21UF006","Falmer"
"21UF007","Firle"
"21UF008","Glynde"
"21UF009","Hamsey"
"21UF010","Iford"
"21UF011","Kingston near Lewes"
"21UF012","Lewes"
"21UF013","Newhaven"
"21UF014","Newick"
"21UF015","Peacehaven"
"21UF016","Piddinghoe"
"21UF017","Plumpton"
"21UF018","Ringmer"
"21UF019","Rodmell"
"21UF020","St. Ann (Without)"
"21UF021","St. John (Without)"
"21UF022","Southease"
"21UF023","South Heighton"
"21UF025","Streat"
"21UF026","Tarring Neville"
"21UF027","Telscombe"
"21UF028","Westmeston"
"21UF029","Wivelsfield"
"21UF030","Seaford"
"21UG001","Ashburnham"
"21UG002","Battle"
"21UG003","Beckley"
"21UG004","Bodiam"
"21UG005","Brede"
"21UG006","Brightling"
"21UG007","Burwash"
"21UG008","Camber"
"21UG009","Catsfield"
"21UG010","Crowhurst"
"21UG011","Dallington"
"21UG012","East Guldeford"
"21UG013","Etchingham"
"21UG014","Ewhurst"
"21UG015","Fairlight"
"21UG016","Guestling"
"21UG017","Hurst Green"
"21UG018","Icklesham"
"21UG019","Iden"
"21UG020","Mountfield"
"21UG021","Northiam"
"21UG022","Peasmarsh"
"21UG023","Penhurst"
"21UG024","Pett"
"21UG025","Playden"
"21UG026","Rye"
"21UG027","Rye Foreign"
"21UG028","Salehurst and Robertsbridge"
"21UG029","Sedlescombe"
"21UG030","Ticehurst"
"21UG031","Udimore"
"21UG032","Westfield"
"21UG033","Whatlington"
"21UH001","Alciston"
"21UH002","Alfriston"
"21UH003","Arlington"
"21UH004","Berwick"
"21UH005","Buxted"
"21UH006","Chalvington with Ripe"
"21UH007","Chiddingly"
"21UH008","Crowborough"
"21UH009","Cuckmere Valley"
"21UH010","Danehill"
"21UH011","East Dean and Friston"
"21UH012","East Hoathly with Halland"
"21UH013","Fletching"
"21UH014","Forest Row"
"21UH015","Framfield"
"21UH016","Frant"
"21UH017","Hadlow Down"
"21UH018","Hailsham"
"21UH019","Hartfield"
"21UH020","Heathfield and Waldron"
"21UH021","Hellingly"
"21UH022","Herstmonceux"
"21UH023","Hooe"
"21UH024","Horam"
"21UH025","Isfield"
"21UH026","Laughton"
"21UH027","Little Horsted"
"21UH028","Long Man"
"21UH029","Maresfield"
"21UH030","Mayfield and Five Ashes"
"21UH031","Ninfield"
"21UH032","Pevensey"
"21UH033","Polegate"
"21UH034","Rotherfield"
"21UH035","Selmeston"
"21UH036","Uckfield"
"21UH037","Wadhurst"
"21UH038","Warbleton"
"21UH039","Wartling"
"21UH040","Westham"
"21UH041","Willingdon and Jevington"
"21UH042","Withyham"
"22UB001","Billericay"
"22UB002","Great Burstead and South Green"
"22UB003","Little Burstead"
"22UB004","Ramsden Bellhouse"
"22UB005","Ramsden Crays"
"22UB006","Noak Bridge"
"22UC001","Alphamstone"
"22UC002","Ashen"
"22UC003","Bardfield Saling"
"22UC004","Belchamp Otten"
"22UC005","Belchamp St. Paul"
"22UC006","Belchamp Walter"
"22UC007","Birdbrook"
"22UC008","Black Notley"
"22UC009","Borley"
"22UC010","Bradwell"
"22UC011","Bulmer"
"22UC012","Bures Hamlet"
"22UC013","Castle Hedingham"
"22UC014","Coggeshall"
"22UC015","Colne Engaine"
"22UC016","Cressing"
"22UC017","Earls Colne"
"22UC018","Fairstead"
"22UC019","Faulkbourne"
"22UC020","Feering"
"22UC021","Finchingfield"
"22UC022","Foxearth"
"22UC023","Gestingthorpe"
"22UC024","Gosfield"
"22UC025","Great Bardfield"
"22UC026","Great Henny"
"22UC027","Great Maplestead"
"22UC028","Great Saling"
"22UC029","Great Yeldham"
"22UC030","Greenstead Green and Halstead Rural"
"22UC031","Halstead"
"22UC032","Hatfield Peverel"
"22UC033","Helions Bumpstead"
"22UC034","Kelvedon"
"22UC035","Lamarsh"
"22UC036","Liston"
"22UC037","Little Henny"
"22UC038","Little Maplestead"
"22UC039","Little Yeldham"
"22UC040","Middleton"
"22UC041","Ovington"
"22UC042","Panfield"
"22UC043","Pebmarsh"
"22UC044","Pentlow"
"22UC045","Rayne"
"22UC046","Ridgewell"
"22UC047","Rivenhall"
"22UC048","Shalford"
"22UC049","Sible Hedingham"
"22UC050","Silver End"
